"COUNTRY.ID","COUNTRY","COUNTRY.Description","INDICATOR.ID","INDICATOR","INDICATOR.Description","GEOGRAPHIC_MARINE_ZONES_AND_CLIMATIC_CLASSIFICATIONS.ID","GEOGRAPHIC_MARINE_ZONES_AND_CLIMATIC_CLASSIFICATIONS","GEOGRAPHIC_MARINE_ZONES_AND_CLIMATIC_CLASSIFICATIONS.Description","FREQUENCY.ID","FREQUENCY","FREQUENCY.Description","TIME_PERIOD","OBS_VALUE","SCALE.ID","SCALE","SCALE.Description"
"PAN","Panama","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2016","101.4897496","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"PAN","Panama","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2017","103.0907338","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"PAN","Panama","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2018","104.6464824","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"PAN","Panama","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2019","106.268117","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"PAN","Panama","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2020","107.6632322","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"PAN","Panama","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2021","107.6477427","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"PAN","Panama","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2022","107.7032881","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"PRY","Paraguay","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","1992","74.23358507","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"PRY","Paraguay","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","1993","74.19371617","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"PRY","Paraguay","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","1994","74.37271653","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"PRY","Paraguay","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","1995","78.92144203","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"PRY","Paraguay","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","1996","79.21733722","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"PRY","Paraguay","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","1997","80.34427357","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"PRY","Paraguay","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","1998","81.9180468","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"PRY","Paraguay","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","1999","84.62560968","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"PRY","Paraguay","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2000","85.96760771","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"PRY","Paraguay","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2001","88.58034641","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"PRY","Paraguay","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2002","90.22765621","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"PRY","Paraguay","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2003","91.53320738","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"PRY","Paraguay","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2004","92.34760161","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"PRY","Paraguay","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2005","93.43323837","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"PRY","Paraguay","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2006","93.95570259","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"PRY","Paraguay","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2007","95.12372058","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"PRY","Paraguay","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2008","96.09258046","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"PRY","Paraguay","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2009","96.82374069","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"PRY","Paraguay","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2010","97.87758544","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"PRY","Paraguay","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2011","98.6725805","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"PRY","Paraguay","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2012","99.27883763","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"PRY","Paraguay","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2013","99.64259399","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"PRY","Paraguay","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2014","99.96452242","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"PRY","Paraguay","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2015","100","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"PRY","Paraguay","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2016","100.9639718","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"PRY","Paraguay","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2017","101.411337","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"PRY","Paraguay","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2018","101.9849448","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"PRY","Paraguay","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2019","102.0345878","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"PRY","Paraguay","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2020","102.181684","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"PRY","Paraguay","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2021","102.9592878","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"PRY","Paraguay","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2022","103.451755","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"SLV","El Salvador","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","1992","97.18252727","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"SLV","El Salvador","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","1993","96.92869973","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"SLV","El Salvador","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","1994","96.36050017","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"SLV","El Salvador","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","1995","95.34035863","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"SLV","El Salvador","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","1996","96.73011667","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"SLV","El Salvador","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","1997","96.61868749","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"SLV","El Salvador","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","1998","97.93110453","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"SLV","El Salvador","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","1999","98.04595141","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"SLV","El Salvador","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2000","93.18430468","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"SLV","El Salvador","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2001","92.59973035","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"SLV","El Salvador","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2002","92.69345634","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"SLV","El Salvador","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2003","91.6885476","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"SLV","El Salvador","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2004","86.83580236","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"SLV","El Salvador","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2005","92.15574286","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"SLV","El Salvador","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2006","91.37718618","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"SLV","El Salvador","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2007","92.0793078","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"SLV","El Salvador","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2008","93.02463112","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"SLV","El Salvador","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2009","93.71063603","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"SLV","El Salvador","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2010","94.64206511","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"SLV","El Salvador","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2011","95.72134008","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"SLV","El Salvador","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2012","96.69120908","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"SLV","El Salvador","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2013","97.75321514","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"SLV","El Salvador","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2014","98.93598795","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"SLV","El Salvador","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2015","100","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
"SLV","El Salvador","","LC_CAII_IX","Climate Altering Land Cover Index, Index","Climate Altering Land Cover Index Index is used here as the unit of measure for values that result from an index computation.","CA","Climate altering","Climate altering","A","Annual","To be used for data collected or disseminated every year.","2016","101.0620221","0","Units","In scientific notation, expressed as ten raised to the power of zero (10^0)"
